Model Yr ,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel 2,Hwy CO2 Rounded Adjusted - Fuel 2,Comb CO2 Rounded Adjusted - Fuel 2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date (gold fill means release date is after 8/2/2012),EPA FE Label Dataset ID, ,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEVs only),Charge Depleting Calc Appr Desc  (PHEVs only),Charge Sustaining Calc Appr Code  (PHEVs only),Charge Sustaining Calc Appr Desc  (PHEVs only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N), ,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe,City Range (miles),Hwy Range (miles),Comb Range as shown on FE Label (miles), ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,BMW,Mini,COOPER SE HARDTOP 2 DOOR,BMX,92,0.0,,Auto(A1),115,100,108,164.1,143.1,153.9345,114.87,100.17,107.7542,,,,A,Automatic,,1,N,N,F,"2-Wheel Drive, Front",,,110,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,,,80,9,600,600,,,,,,,,,,,,,,,,,,,,,,,3,Subcompact Cars,car,Electric Vehicle 2-cycle label,12/10/2019,26899,,N,N,,,N,N,,,,,,,,Battery(s),,8,Lithium Ion,,349,93.2,159,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,135,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LBMXV00.0F5B,10,,,,,,,,,,,,,,,4500,,0,0,0,,4,,,,,,116.9,101.9,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Nissan,NISSAN,LEAF,NSX,902,0.0,,Auto(A1),123,99,111,175.6,141.2,158.2507,122.92,98.84,110.7755,,,,A,Automatic,,1,Y,N,F,"2-Wheel Drive, Front",,,149,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,,,92,24,600,600,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,12/21/2019,27205,,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,115,132,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,110,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LNSXV0000TL2,10,,,,,,,,,,,,,,,4500,,0,0,0,,8,,,,,,163.2,131.3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Nissan,NISSAN,LEAF,NSX,903,0.0,,Auto(A1),118,97,108,168.5,139,153.8105,117.95,97.3,107.6674,,,,A,Automatic,,1,Y,N,F,"2-Wheel Drive, Front",,,226,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,,,92,24,600,0,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,12/21/2019,27206,,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,176,140.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,160,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LNSXV0000TS3,10,,,,,,,,,,,,,,,4500,,0,0,0,,11,,,,,,245.0,202.2,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Nissan,NISSAN,LEAF SV/SL,NSX,904,0.0,,Auto(A1),114,94,104,163.5,134.7,149.1497,114.45,94.29,104.4048,,,,A,Automatic,,1,Y,N,F,"2-Wheel Drive, Front",,,215,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,,,92,24,650,650,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,12/21/2019,27207,,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,176,140.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,160,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LNSXV0000TS3,10,,,,,,,,,,,,,,,4250,,0,0,0,,11,,,,,,233.7,192.5,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Porsche,Porsche,Taycan Turbo,PRX,721,0.0,,Auto(A2),68,71,69,96.9,101.5,98.9173,67.83,71.05,69.2421,,,,A,Automatic,,2,N,N,A,All Wheel Drive,,,201,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,108,16,,,950,950,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 2-cycle label,12/11/2019,26900,,Y,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,850,129,136,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,N,,,,"Total battery voltage can vary from 450 to 850; Driver can select if regenerative braking occurs only with brake pedal, or both pedal and coasting (""Sport"" mode); vehicles are equipped with 2 identical motors; lower total power of Turbo model is achieved ",1,Other,"AC, Perm Magnet, Synchronous",170,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LPRXV00.0EVT,10,,,,,,,,,,,,,,,2750,,0,0,0,,10,,,,,,196.8,206.2,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Porsche,Porsche,Taycan Turbo S,PRX,723,0.0,,Auto(A2),67,68,68,95.6,97.6,96.4898,66.92,68.32,67.5429,,,,A,Automatic,,2,N,N,A,All Wheel Drive,,,192,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,108,16,,,950,950,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 2-cycle label,12/18/2019,26909,,Y,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,850,129,136,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,N,,,,"Total battery voltage can vary from 450 to 850; Driver can select if regenerative braking occurs only with brake pedal, or both pedal and coasting (""Sport"" mode); vehicles are equipped with 2 identical motors; lower total power of Turbo model is achieved ",2,Other,"AC, Perm Magnet, Synchronous",120 and 170,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LPRXV00.0EVT,10,,,,,,,,,,,,,,,2750,,0,0,0,,10.5,,,,,,190.2,194.2,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Porsche,Porsche,Taycan 4S Perf Battery Plus,PRX,712,0.0,,Auto(A2),68,71,69,96.8,101,98.6459,67.76,70.7,69.0521,,,,A,Automatic,,2,N,N,A,All Wheel Drive,,,203,EL,Electricity,MPG,miles per gallon,N,Not exempt,,,108,16,,,950,950,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 2-cycle label,4/16/2020,27243,,Y,N,,,N,N,,,,,,,,Battery(s),,33,Lithium Ion,,850,129,136,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,N,,,,"Total battery voltage can vary from 450 to 850; Driver can select if regenerative braking occurs only with brake pedal, or both pedal and coasting (""Sport"" mode); vehicles are equipped with 2 identical motors; lower total power of Turbo model is achieved ",2,Other,"AC, Perm Magnet, Synchronous",120,,,,,N,Y,,,N,No,,,,,,,,,,,10,10,,LPRXV00.0EVT,10,,,,,,,,,,,,,,,2750,,0,0,0,,10.5,,,,,,198.9,207.4,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model 3 Long Range,TSL,33,0.0,,Auto(A1),136,123,130,195,176.2,186.0663,136.5,123.34,130.2464,,,,A,Automatic,,1,N,N,R,"2-Wheel Drive, Rear",,,330,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,500,500,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,10/7/2019,26659, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"2020MY Model 3 RWD Long Range, Mid Range, Standard Range Plus and Standard Range Carlines",1,Other,AC 3 PHASE PERMANENT MAGNET,211,,,,,N,Y,,,N,No,Long Range,,,,,,,,,,10,10,,LTSLV00.0L13,10,,,,,,,,,,,,,,,5000,,0,0,0,,10,,,,,,345,311.7,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model 3 Long Range AWD,TSL,35,0.0,,Auto(A1),124,116,121,176.5,159.1,171.4225,124.1,116.4,120.5,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,322,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,550,550,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 5-cycle label,10/28/2019,26750, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Both,N,,,,2020 MY Model 3 AWD Long Range Carline; AWD & PERF SHARE COMMON FRONT MOTOR - 147 kW; REAR (AWD) - 188 kW; (PERF) - 211 kW;,2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,147 and 188,,,,,N,Y,,,N,No,Long Range AWD,,,,,,,,,,10,10,,LTSLV00.0L23,10,,,,,,,,,,,,,,,4750,,0,0,0,,10,,,,,,331.1,310.6,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model 3 Mid Range,TSL,32,0.0,,Auto(A1),128,117,123,182.4,167.1,175.182,127.68,116.97,122.6274,,,,A,Automatic,,1,N,N,R,"2-Wheel Drive, Rear",,,264,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,550,550,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,10/7/2019,26660, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"2020MY Model 3 RWD Long Range, Mid Range, Standard Range Plus and Standard Range Carlines",1,Other,AC 3 PHASE PERMANENT MAGNET,211,,,,,N,Y,,,N,No,Mid Range,,,,,,,,,,10,10,,LTSLV00.0L13,10,,,,,,,,,,,,,,,4750,,0,0,0,,10,,,,,,274.1,251.2,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model 3 Standard Range,TSL,30,0.0,,Auto(A1),138,124,131,197.3,176.6,187.4146,138.11,123.62,131.1902,,,,A,Automatic,,1,N,N,R,"2-Wheel Drive, Rear",,,220,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,500,500,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 2-cycle label,10/7/2019,26662, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"2020MY Model 3 RWD Long Range, Mid Range, Standard Range Plus and Standard Range Carlines",1,Other,AC 3 PHASE PERMANENT MAGNET,211,,,,,N,Y,,,N,No,Standard Range,,,,,,,,,,10,10,,LTSLV00.0L13,10,,,,,,,,,,,,,,,5000,,0,0,0,,8.5,,,,,,230.5,206.3,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model 3 Standard Range Plus,TSL,31,0.0,,,148,132,141,210.4,187.1,199.235,148.4372,131.9991,140.5603,,,,A,Automatic,,1,N,N,R,"2-Wheel Drive, Rear",,,250,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,450,450,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 5-cycle label,10/21/2019,26703, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"2020MY Model 3 RWD Long Range, Mid Range, Standard Range Plus and Standard Range Carlines",1,Other,AC 3 PHASE PERMANENT MAGNET,211,,,,,N,Y,,,N,No,Standard Range Plus,,,,,,,,,,10,10,,LTSLV00.0L13,10,,,,,,,,,,,,,,,5250,,0,0,0,,8.5,,,,,,260.9,232.1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,"Model 3 Long Range Perf. AWD (18"")",TSL,36,0.0,,Auto(A1),124,116,121,182.7,170.2,176.8551,128.4746,119.6846,124.3645,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,322,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,550,550,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 5-cycle label,10/28/2019,26749, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Both,N,,,,2020 MY Model 3 AWD Long Range Carline; AWD & PERF SHARE COMMON FRONT MOTOR - 147 kW; REAR (AWD) - 188 kW; (PERF) - 211 kW;,2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,147 and 211,,,,,N,Y,,,N,No,"Long Range AWD Performance 18""",,,,,,,,,,10,10,,LTSLV00.0L23,10,,,,,,,,,,,,,,,4750,,0,0,0,,10,,,,,,332.2,319.2,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,"Model 3 Long Range Perf. AWD (19"")",TSL,37,0.0,,Auto(A1),119,112,116,163.1,153.8,158.7795,118.8673,112.0894,115.7185,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,304,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,550,550,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 5-cycle label,10/21/2019,26701, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Both,N,,,,2020 MY Model 3 AWD Long Range Carline; AWD & PERF SHARE COMMON FRONT MOTOR - 147 kW; REAR (AWD) - 188 kW; (PERF) - 211 kW;,2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,147 and 211,,,,,N,Y,,,N,No,"Long Range AWD Performance 19""",,,,,,,,,,10,10,,LTSLV00.0L23,10,,,,,,,,,,,,,,,4750,,0,0,0,,10,,,,,,312.1,294.4,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,"Model 3 Long Range Perf. AWD (20"")",TSL,38,0.0,,Auto(A1),118,107,113,162.7,147.7,155.5894,117.9575,107.0825,112.8023,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,299,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,97,15,,,600,600,,,,,,,,,,,,,,,,,,,,,,,5,Midsize Cars,car,Electric Vehicle 5-cycle label,10/28/2019,26751, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,350,230,150,On-Board,,,Electrical Regen Brake,,Both,N,,,,2020 MY Model 3 AWD Long Range Carline; AWD & PERF SHARE COMMON FRONT MOTOR - 147 kW; REAR (AWD) - 188 kW; (PERF) - 211 kW;,2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,147 and 211,,,,,N,Y,,,N,No,"Long Range AWD Performance 20""",,,,,,,,,,10,10,,LTSLV00.0L23,10,,,,,,,,,,,,,,,4500,,0,0,0,,10,,,,,,312.1,283.3,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model S Long Range,TSL,14,0.0,,Auto(A1),115,107,111,153.7,143.4,148.8876,114.9369,107.2345,111.3381,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,373,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,94,26,600,600,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 5-cycle label,10/7/2019,26650, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,245,170,On-Board,,,Electrical Regen Brake,,Both,N,,,,"4 carlines (Standard Range, Long Range, Performance (21"" Wheels), Performance (19"" Wheels)) are available for 2020 MY Model S vehicles.",2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,193 and 205,,,,,N,Y,,,N,No,Long Range,,,,,,,,,,10,10,,LTSLV00.0L2S,10,,,,,,,,,,,,,,,4500,,0,0,0,,12,,,,,,384.3,358.6,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,Model S Long Range Plus,TSL,61,0.0,,Auto(A1),121,112,117,163,150.3,157,121.1,111.7,116.7,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,402,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,94,26,550,550,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 5-cycle label,6/15/2020,27611,,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,245,170,On-Board,,,Electrical Regen Brake,,Both,N,,,,"5 carlines (Standard Range, Long Range, Long Range Plus, Performance (21"" Wheels), Performance (19"" Wheels)) are available for 2020 MY Model S vehicles. Vehicle power: Base: 383 kW, Performance: 526 kW",3,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,193 and 375,,,,,N,Y,,,N,No,Long Range Plus,,,,,,,,,,10,10,,LTSLV00.0L2S,10,,,,,,,,,,,,,,,4750,,0,0,0,,15.3,,,,,,416.2,384,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,"Model S Performance (19"" Wheels)",TSL,22,0.0,,Auto(A1),104,104,104,138,137.1,137.5935,104.2314,103.5516,103.9244,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,348,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,94,26,650,650,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 5-cycle label,10/7/2019,26651, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,245,170,On-Board,,,Electrical Regen Brake,,Both,N,,,,"4 carlines (Standard Range, Long Range, Performance (21"" Wheels), Performance (19"" Wheels)) are available for 2020 MY Model S vehicles.",2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,193 and 205,,,,,N,Y,,,N,No,"Performance (19"" Wheels)",,,,,,,,,,10,10,,LTSLV00.0L2S,10,,,,,,,,,,,,,,,4250,,0,0,0,,12,,,,,,349.2,347,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Tesla,Tesla Motors,"Model S Performance (21"" Wheels)",TSL,12,0.0,,Auto(A1),98,96,97,129.9,126.8,128.4864,98.1135,95.772,97.0458,,,,A,Automatic,,1,N,N,A,All Wheel Drive,,,326,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,94,26,700,700,,,,,,,,,,,,,,,,,,,,,,,6,Large Cars,car,Electric Vehicle 5-cycle label,10/7/2019,26652, ,N,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,245,170,On-Board,,,Electrical Regen Brake,,Both,N,,,,"4 carlines (Standard Range, Long Range, Performance (21"" Wheels), Performance (19"" Wheels)) are available for 2020 MY Model S vehicles.",2,AC Induction+Other,AC 3 PHASE PERMANENT MAGNET,193 and 205,,,,,N,Y,,,N,No,"Performance (21"" Wheels)",,,,,,,,,,10,10,,LTSLV00.0L2S,10,,,,,,,,,,,,,,,4000,,0,0,0,,12,,,,,,329.8,321.9,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
